study_ID,short_cite,long_cite,publication_year,doi,peer_reviewed,coder,expt_unique,expt_condition,same_sample,task_type,task_type_spec,participant_design,native_language,group_name_1,group_name_2,n_1,n_2,prosody_type,feature,unit,x_1,x_2,SD_1,SD_2,notes
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).3,long sentence,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,RHD,HC,8,8,linguistic,intensity_variability,Ratio syllable 1/2,0.973125,0.971079545,0.08558673703994346,0.00289271,Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).4,compound nouns,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,RHD,HC,8,8,linguistic,intensity_variability,Ratio syllable 1/2,0.971931818,0.969545455,0.0857480961400452,0.0028116926544807797,Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).5,phrase,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,RHD,HC,8,8,linguistic,intensity_variability,Ratio syllable 1/2,0.972954545,0.972272727,0.08560978839791566,0.002955723537885646,Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).6,short sentence,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,RHD,HC,8,8,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.75,1.99715909,0.04876599,0.12052957,Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).7,medium sentence,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,RHD,HC,8,8,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.38793103,1.92045455,0.12191496,0.09642365,Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).8,long sentence,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,RHD,HC,8,8,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.48275862,1.98863636,0.09753197,0.12052957,Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).9,compound nouns,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,RHD,HC,8,8,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.54597701,2.07954546,0.09753197,0.12856487,Values are means of the three sentence lengths. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).10,phrase,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,RHD,HC,8,8,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.53448276,1.85795455,0.08127664,0.09642365,Values are means of the three sentence lengths. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia
Baum2001,Baum et al. (2001),"Baum, S. R., Marc D. Pell, Carol. (2001). Using prosody to resolve temporary syntactic ambiguities in speech production: acoustic data on brain-damaged speakers. Clin Linguist Phon, 15(6), 441-456.",2001,https://doi.org/10.1080/02699200110044813,yes,"LNJ, ND",Baum et al. (2001),NA,H,constrained_production,sentence reading,between,English,RHD,HC,10,12,linguistic,pitch_variability,mean F0 ratios across three syntactic conditions,1.105,1.1,0.061508807,0.090308115,NA
Gandour2001,Gandour and Baum (2001),"Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.",2001,https://doi.org/10.1006/brln.2001.2562,yes,"LNJ, ND",Gandour and Baum (2001),clash,I,constrained_production,sentence reading,between,English,RHD,HC,9,9,linguistic,pitch_variability,proportion of F0 rises,0.518292683,0.432926829,0.274390244,0.109756098,NA
Gandour2001,Gandour and Baum (2001),"Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.",2001,https://doi.org/10.1006/brln.2001.2562,yes,"LNJ, ND",Gandour and Baum (2001).1,non-clash,I,constrained_production,sentence reading,between,English,RHD,HC,9,9,linguistic,pitch_variability,proportion of F0 rises,0.841463415,0.969512195,0.292682927,0.036585366,NA
Gandour2001,Gandour and Baum (2001),"Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.",2001,https://doi.org/10.1006/brln.2001.2562,yes,"LNJ, ND",Gandour and Baum (2001).2,clash,I,constrained_production,sentence reading,between,English,RHD,HC,9,9,linguistic,intensity_variability,Ratio syllable 1/2,1.895705521,1.902439024,0.220858896,0.219512195,NA
Gandour2001,Gandour and Baum (2001),"Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.",2001,https://doi.org/10.1006/brln.2001.2562,yes,"LNJ, ND",Gandour and Baum (2001).3,non-clash,I,constrained_production,sentence reading,between,English,RHD,HC,9,9,linguistic,intensity_variability,Ratio syllable 1/2,2.300613497,2.304878049,0.27607362,0.274390244,NA
Gandour2001,Gandour and Baum (2001),"Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.",2001,https://doi.org/10.1006/brln.2001.2562,yes,"LNJ, ND",Gandour and Baum (2001).4,clash,I,constrained_production,sentence reading,between,English,RHD,HC,9,9,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.18827161,1.38888889,0.09259259,0.08165899,NA
Gandour2001,Gandour and Baum (2001),"Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.",2001,https://doi.org/10.1006/brln.2001.2562,yes,"LNJ, ND",Gandour and Baum (2001).5,non-clash,I,constrained_production,sentence reading,between,English,RHD,HC,9,9,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.79012346,1.68209877,0.09259259,0.12248849,NA
Hird2003,Hird & Kirsner (2003),"Hird, K., & Kirsner, K. (2003). The effect of right cerebral hemisphere damage on collaborative planning in conversation: an analysis of intentional structure. Clinical Linguistics & Phonetics, 17(4-5), 309-315.",2003,https://doi.org/10.1080/0269920031000080037,yes,"LNJ, ND",Hird & Kirsner (2003),spontaneous,J,free_monological_production,spontaneous,between,English,RHD,HC,9,8,linguistic,pitch_variability,Proportional change in F0 between the first and last 600 msec between breaths,2.333333333,5.666666667,1.527525232,3.511884584,NA
Hird2003,Hird & Kirsner (2003),"Hird, K., & Kirsner, K. (2003). The effect of right cerebral hemisphere damage on collaborative planning in conversation: an analysis of intentional structure. Clinical Linguistics & Phonetics, 17(4-5), 309-315.",2003,https://doi.org/10.1080/0269920031000080037,yes,"LNJ, ND",Hird & Kirsner (2003).1,spontaneous,J,free_monological_production,spontaneous,between,English,RHD,HC,9,8,linguistic,intensity_variability,Proportional change in intensity,13,40.33333333,1,2.081665999,NA
Ross2008,Ross & Monnot (2008),"Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.",2008,https://doi.org/10.1016/j.bandl.2007.04.007,yes,"LNJ, ND",Ross & Monnot (2008),repetition - words,K,constrained_production,repetition,between,English,RHD,HC,21,43,emotional,pitch_variability,Affective-prosodic repitition  (Z-score of mean percent coefficient of variation of F0),-1.335,0,0.995,0.99,NA
Ross2008,Ross & Monnot (2008),"Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.",2008,https://doi.org/10.1016/j.bandl.2007.04.007,yes,"LNJ, ND",Ross & Monnot (2008).1,repetition - monosyllable,K,constrained_production,repetition,between,English,RHD,HC,21,43,emotional,pitch_variability,Affective-prosodic repitition  (Z-score of mean percent coefficient of variation of F0),-1.425,0,0.855,0.99,NA
Ross2008,Ross & Monnot (2008),"Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.",2008,https://doi.org/10.1016/j.bandl.2007.04.007,yes,"LNJ, ND",Ross & Monnot (2008).2,repetition - asyllabic,K,constrained_production,repetition,between,English,RHD,HC,21,43,emotional,pitch_variability,Affective-prosodic repitition  (Z-score of mean percent coefficient of variation of F0),-1.175,0,1.305,0.99,NA
Ross2008,Ross & Monnot (2008),"Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.",2008,https://doi.org/10.1016/j.bandl.2007.04.007,yes,"LNJ, ND",Ross & Monnot (2008).3,NA,K,free_monological_production,spontaneous,between,English,RHD,HC,21,43,emotional,pitch_variability,Spontaneous production (Z-score of mean percent coefficient of variation of F0),-1.905,0,0.67,0.99,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015),neutral,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,pitch_variability,Variation,15.66,17.69,12.486,11.044,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).1,joy,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,pitch_variability,Variation,30.62,64.25,20.71,35.2,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).2,sadness,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,pitch_variability,Variation,20.06,26.45,26.45,15.657,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).3,anger,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,pitch_variability,Variation,28.13,48.46,16.712,25.692,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).4,neutral,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,intensity,NA,54.91,54.52,5.966,6.201,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).5,joy,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,intensity,NA,56.87,57.27,5.607,6.076,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).6,sadness,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,intensity,NA,55.03,54.54,5.642,6.534,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).7,anger,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,intensity,NA,58.93,60.43,5.825,5.048,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).8,neutral,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,speech_duration,Utterance,0.61,0.59,0.141,0.111,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).9,joy,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,speech_duration,Utterance,0.63,0.64,0.166,0.214,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).10,sadness,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,speech_duration,Utterance,0.67,0.68,0.194,0.198,NA
Guranski2015,Guranski & Podemski (2015),"Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.",2015,https://doi.org/10.1016/j.pjnns.2015.03.004,yes,"LNJ, ND",Guranski & Podemski (2015).11,anger,L,constrained_production,sentence completion,between,Polish,RHD,HC,46,34,emotional,speech_duration,Utterance,0.56,0.59,0.115,0.118,NA
Yang2016,Yang & Sidtis (2016),"Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.",2016,https://doi.org/10.1044/2015_JSLHR-L-15-0109,yes,"LNJ, ND",Yang & Sidtis (2016),Idiomatic,M,constrained_production,sentence reading,between,Korean,RHD,HC,7,7,linguistic,pitch_variability,F0 variation,0.086077669,0.17374264,0.068720813,0.066811902,NA
Yang2016,Yang & Sidtis (2016),"Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.",2016,https://doi.org/10.1044/2015_JSLHR-L-15-0109,yes,"LNJ, ND",Yang & Sidtis (2016).1,Idiomatic,M,constrained_production,sentence reading,between,Korean,RHD,HC,7,7,linguistic,pause_duration,percentage of pause duration to overall sentence duration,12.85714286,16.11801242,4.683472818,4.683472818,NA
Yang2016,Yang & Sidtis (2016),"Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.",2016,https://doi.org/10.1044/2015_JSLHR-L-15-0109,yes,"LNJ, ND",Yang & Sidtis (2016).2,Literal,M,constrained_production,sentence reading,between,Korean,RHD,HC,7,7,linguistic,pause_duration,percentage of pause duration to overall sentence duration,19.19254658,21.80124224,2.957982832,2.957982832,NA
Yang2016,Yang & Sidtis (2016),"Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.",2016,https://doi.org/10.1044/2015_JSLHR-L-15-0109,yes,"LNJ, ND",Yang & Sidtis (2016).3,Idiomatic,M,constrained_production,sentence reading,between,Korean,RHD,HC,7,7,linguistic,speech_percentage,Percentage of final- syllable duration to overall sentence duration,22.8666667,25.7833333,8.9514586,8.9514586,NA
Yang2016,Yang & Sidtis (2016),"Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.",2016,https://doi.org/10.1044/2015_JSLHR-L-15-0109,yes,"LNJ, ND",Yang & Sidtis (2016).4,Idiomatic,M,constrained_production,sentence reading,between,Korean,RHD,HC,7,7,linguistic,speech_duration_variability,Variablility of syllable duration,149.668874,178.807947,26.2822978,28.034451,NA
Yang2016,Yang & Sidtis (2016),"Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.",2016,https://doi.org/10.1044/2015_JSLHR-L-15-0109,yes,"LNJ, ND",Yang & Sidtis (2016).5,literal,M,constrained_production,sentence reading,between,Korean,RHD,HC,7,7,linguistic,speech_duration_variability,Variablility of syllable duration,99.3377483,117.218543,36.7952169,35.0430637,NA
Yang2016,Yang & Sidtis (2016),"Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.",2016,https://doi.org/10.1044/2015_JSLHR-L-15-0109,yes,"LNJ, ND",Yang & Sidtis (2016).6,literal,M,constrained_production,sentence reading,between,Korean,RHD,HC,7,7,linguistic,speech_duration,Vowel/Syllable,12.7166667,14.1166667,1.54335493,1.23468395,NA
Wright2018,Wright et al. (2018),"Wright, A., Saxena, S., Sheppard, S. M., & Hillis, A. E. (2018). Selective impairments in components of affective prosody in neurologically impaired individuals. Brain and Cognition, 124, 29-36.",2018,https://doi.org/10.1016/j.bandc.2018.04.001,yes,"LNJ, ND",Wright et al. (2018),with cues,N,constrained_production,sentence reading,between,English,RHD,HC,3,10,emotional,pitch_variability,F0 coefficient of variation,17.91833333,24.31,9.799149623,6.2,NA
Wright2018,Wright et al. (2018),"Wright, A., Saxena, S., Sheppard, S. M., & Hillis, A. E. (2018). Selective impairments in components of affective prosody in neurologically impaired individuals. Brain and Cognition, 124, 29-36.",2018,https://doi.org/10.1016/j.bandc.2018.04.001,yes,"LNJ, ND",Wright et al. (2018).1,without cues,N,constrained_production,sentence reading,between,English,RHD,HC,3,10,emotional,pitch_variability,F0 coefficient of variation,21.16333333,19.78,10.21322672,2.1,NA
Wright2018,Wright et al. (2018),"Wright, A., Saxena, S., Sheppard, S. M., & Hillis, A. E. (2018). Selective impairments in components of affective prosody in neurologically impaired individuals. Brain and Cognition, 124, 29-36.",2018,https://doi.org/10.1016/j.bandc.2018.04.001,yes,"LNJ, ND",Wright et al. (2018).2,repetition,N,constrained_production,sentence repetition,between,English,RHD,HC,3,60,emotional,pitch_variability,F0 coefficient of variation,29.4,26.5,4.101219331,2.6,NA
Yang2016,Yang & Sidtis (2016),"Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.",2016,https://doi.org/10.1044/2015_JSLHR-L-15-0109,yes,"LNJ, ND",Yang & Sidtis (2016).7,literal,M,constrained_production,sentence reading,between,Korean,RHD,HC,7,7,linguistic,pitch_variability,F0 variation,0.075905036,0.108735952,0.024815849,0.026724761,NA
